user,live_date,message_selector,classes,raw
SolaireSunbro,2023-11-23 17:26:25,which nurse joy   ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">which nurse joy </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
diddyeddy,2023-11-23 17:26:25,!schedule,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">!schedule</span></span>]"
Nightbot,2023-11-23 17:26:25, (All Times in PT) T/Th: Pokémon: the Series || Wed: 2015 US National Championships VG || Sat/Sun: 2024 Pokémon Gdańsk Regionals ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> (All Times in PT) T/Th: Pokémon: the Series || Wed: 2015 US National Championships VG || Sat/Sun: 2024 Pokémon Gdańsk Regionals </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div></span>]"
RegiTheGreat,2023-11-23 17:26:26,that's some TR behavior,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">that's some TR behavior</span></span>]"
AngrOnline,2023-11-23 17:26:32,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PrideFloat"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/302303599/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/302303599/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/302303599/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/302303599/default/dark/3.0 4x""/></div></span></div></div></span>]"
Umbreon125,2023-11-23 17:26:34,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
diddyeddy,2023-11-23 17:26:35,!watch,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">!watch</span></span>]"
Nightbot,2023-11-23 17:26:35," Enjoy these episodes and other incredible Pokémon animated adventures here, in multiple languages: https://pkmn.news/WhereToWatchUS || https://pkmn.news/WhereToWatchUK || https://pkmn.news/HierAnsehenDE || https://pkmn.news/DondeVerES || https://pkmn.news/OuRegarderFR || https://pkmn.news/doveguardareIT ",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonBidoof"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> Enjoy these episodes and other incredible Pokémon animated adventures here, in multiple languages: </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/WhereToWatchUS"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/WhereToWatchUS</a><span class=""text-fragment"" data-a-target=""chat-message-text""> || </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/WhereToWatchUK"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/WhereToWatchUK</a><span class=""text-fragment"" data-a-target=""chat-message-text""> || </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/HierAnsehenDE"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/HierAnsehenDE</a><span class=""text-fragment"" data-a-target=""chat-message-text""> || </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/DondeVerES"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/DondeVerES</a><span class=""text-fragment"" data-a-target=""chat-message-text""> || </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/OuRegarderFR"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/OuRegarderFR</a><span class=""text-fragment"" data-a-target=""chat-message-text""> || </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://pkmn.news/doveguardareIT"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://pkmn.news/doveguardareIT</a><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonBidoof"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_9d4f5004c090424ebd40a8db36a6fe3c/default/dark/3.0 4x""/></div></span></div></div></span>]"
betterdays_pdx,2023-11-23 17:26:37,where that guy from,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">where that guy from</span></span>]"
UnForteBan_OnPokeFan,2023-11-23 17:26:40,@mp925 I can tell it’s actually Ted Lewis (Tracey/Giovanni).,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@mp925</span><span class=""text-fragment"" data-a-target=""chat-message-text""> I can tell it’s actually Ted Lewis (Tracey/Giovanni).</span></span>]"
Hyprov,2023-11-23 17:26:40,Green Weedle ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Green Weedle </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
RegiTheGreat,2023-11-23 17:26:43,did I just saw a green weedle,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">did I just saw a green weedle</span></span>]"
FLASH_overlord,2023-11-23 17:26:43,Master Joy  // ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Master Joy </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PogChamp"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> // </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""&lt;3"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/555555584/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/555555584/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/555555584/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/555555584/default/dark/3.0 4x""/></div></span></div></div></span>]"
RegiTheGreat,2023-11-23 17:26:48,XDDD,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">XDDD</span></span>]"
CiganoPreto,2023-11-23 17:26:48,BROCKO FeelsAmazingMan,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">BROCKO FeelsAmazingMan</span></span>]"
qwerty_cheese,2023-11-23 17:26:48,Purple hat cross,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Purple hat cross</span></span>]"
evilevan014,2023-11-23 17:26:50,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""Kappa"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/3.0 4x""/></div></span></div></div></span>]"
zedders89,2023-11-23 17:26:50,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
Ryodragon7,2023-11-23 17:26:53, another Clone,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""tppS"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/303136206/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/303136206/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/303136206/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/303136206/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> another Clone</span></span>]"
MP925,2023-11-23 17:26:53,@unforteban_onpokefan oh ok,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@unforteban_onpokefan</span><span class=""text-fragment"" data-a-target=""chat-message-text""> oh ok</span></span>]"
Xantholne,2023-11-23 17:26:57,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
page_mast,2023-11-23 17:26:59,Clones ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Clones </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""NotLikeThis"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/58765/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/58765/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/58765/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/58765/default/dark/3.0 4x""/></div></span></div></div></span>]"
19mb,2023-11-23 17:27:00,  ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonTatsugiri"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonTatsugiri"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonTatsugiri"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2e3326821dfa49d984b2739e2747a720/default/dark/3.0 4x""/></div></span></div></div></span>]"
SolaireSunbro,2023-11-23 17:27:00,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""FailFish"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/360/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/360/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/360/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/360/default/dark/3.0 4x""/></div></span></div></div></span>]"
snowdan07,2023-11-23 17:27:00,Master Joy has a nice ring to it though,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Master Joy has a nice ring to it though</span></span>]"
RegiTheGreat,2023-11-23 17:27:06,pokemon fusion is real,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">pokemon fusion is real</span></span>]"
Wahi,2023-11-23 17:27:08,why is she southern,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">why is she southern</span></span>]"
