user,live_date,message_selector,classes,raw
Butifarrix,2023-11-23 15:56:35,FirstTimeChatter,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">FirstTimeChatter</span></span>]"
Moobot,2023-11-23 15:56:36,🔥⚠️Buscamos a gente que viva la vida #AFullConTakis ❤️‍🔥Comenta con un 🌶️ si estás en nuestro Team Porcinas🐽 ➡️ https://www.tiktok.com/@takisesp 🔥#AFullConPorcinas,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">🔥⚠️Buscamos a gente que viva la vida #AFullConTakis ❤️‍🔥Comenta con un 🌶️ si estás en nuestro Team Porcinas🐽 ➡️ </span><a class=""ScCoreLink-sc-16kq0mq-0 eFqEFL link-fragment tw-link"" href=""https://www.tiktok.com/@takisesp"" rel=""noreferrer noopener noopener noreferrer"" target=""_blank"">https://www.tiktok.com/@takisesp</a><span class=""text-fragment"" data-a-target=""chat-message-text""> 🔥#AFullConPorcinas</span></span>]"
dankings7,2023-11-23 15:56:38,Ibai demasiado ansioso,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ibai demasiado ansioso</span></span>]"
juaanillo22,2023-11-23 15:56:38,Vaaaaaaa              ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Vaaaaaaa </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div></span>]"
guilllerrmo,2023-11-23 15:56:40,A nuestro Ibai hoy le da algo,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">A nuestro Ibai hoy le da algo</span></span>]"
ariiadna_,2023-11-23 15:56:40,   ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""ibaiPeeporcino"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_02dad00f01544794b1f18b94d542949c/default/dark/3.0 4x""/></div></span></div></div></span>]"
samueljpr78,2023-11-23 15:56:40,     ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""jacobo43PorcinosFC"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_175d431ca2204609b82e01b8e25f04dd/default/dark/3.0 4x""/></div></span></div></div></span>]"
rogersslike,2023-11-23 15:56:41,SIEMPRE PORCINOO VA! ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">SIEMPRE PORCINOO VA! </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""rogers34Gatomalandroso"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2d519aaa0408412d84fd77247d1961f8/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2d519aaa0408412d84fd77247d1961f8/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2d519aaa0408412d84fd77247d1961f8/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_2d519aaa0408412d84fd77247d1961f8/default/dark/3.0 4x""/></div></span></div></div></span>]"
moriarthy,2023-11-23 15:56:41,Es el día con Porcinos que mas nervioso veo al gigante noble.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Es el día con Porcinos que mas nervioso veo al gigante noble.</span></span>]"
