user,live_date,message_selector,classes,rawText,raw
EvilGSN,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
pepelapuerta,2023-11-23 15:44:32,MENTIRA,[[]],MENTIRA,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MENTIRA</span></span>]"
adrizo_el_erizo,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
iisasidibe,2023-11-23 15:44:32,Mientes,[[]],Mientes,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Mientes</span></span>]"
Locar_s2,2023-11-23 15:44:32,CURRAR,[[]],CURRAR,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">CURRAR</span></span>]"
Q4wA,2023-11-23 15:44:32,Paid actor,[[]],Paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Paid actor</span></span>]"
brianruizaa1,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
eduardo_pumayugra2308,2023-11-23 15:44:32,KEK,[[]],KEK,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">KEK</span></span>]"
nicooo26_,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
chagiin_,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
kiwisinpelo,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
reyes02r,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
jgfarias27,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
karenpadawan,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Quaker_S,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
fremy6,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
monozo_il,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
NearSenpai,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
scangel11,2023-11-23 15:44:32,cuurrandooo??,[[]],cuurrandooo??,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">cuurrandooo??</span></span>]"
dmp_18,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
ricosuaveyatusabe1,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
zant_ekp,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
0topo,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
victoria_mdlc,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
andyssric,2023-11-23 15:44:32,No me lo creo,[[]],No me lo creo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">No me lo creo</span></span>]"
FedeMadsen,2023-11-23 15:44:32,Cuanto le pagaron?,[[]],Cuanto le pagaron?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Cuanto le pagaron?</span></span>]"
rociojurado_69,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Zarekt_,2023-11-23 15:44:32,xokasTalk,[[]],xokasTalk,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk</span></span>]"
camilo_rod,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
bryanc3012,2023-11-23 15:44:32,COPIUM COPIUM COPIUM COPIUM,[[]],COPIUM COPIUM COPIUM COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM COPIUM COPIUM COPIUM</span></span>]"
pepinotejp,2023-11-23 15:44:32,Currando COPIUM,[[]],Currando COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Currando COPIUM</span></span>]"
ShazaeMC,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
llBlackDrag0nll,2023-11-23 15:44:32,xokasTalk,[[]],xokasTalk,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk</span></span>]"
dova__,2023-11-23 15:44:32,MENTIRA,[[]],MENTIRA,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MENTIRA</span></span>]"
Samlexpoc,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
irusstfunado,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Raulex7,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Molinaaroo,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
MachineFake,2023-11-23 15:44:32,PAID ACTOR,[[]],PAID ACTOR,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PAID ACTOR</span></span>]"
r_e_n_n,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Sefi_11,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
klonoh,2023-11-23 15:44:32,xokasTalk,[[]],xokasTalk,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk</span></span>]"
israelvalad,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
i28lune,2023-11-23 15:44:32,xokasTalk Copium,[[]],xokasTalk Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk Copium</span></span>]"
broken7mind,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
sodapop1312,2023-11-23 15:44:32,Con knekro y el Pokémon no te pasa,[[]],Con knekro y el Pokémon no te pasa,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Con knekro y el Pokémon no te pasa</span></span>]"
POLLICAPELUA,2023-11-23 15:44:32,LOS COJONES,[[]],LOS COJONES,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LOS COJONES</span></span>]"
elcaalvoo,2023-11-23 15:44:32,COPUM,[[]],COPUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPUM</span></span>]"
eeddiie1_,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
isaaacc7,2023-11-23 15:44:32,ES FAKE,[[]],ES FAKE,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ES FAKE</span></span>]"
ElMuxacho,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Nightbot,2023-11-23 15:44:32,@xsteveenxx -> No links mierders pls [warning],[[]],@xsteveenxx -> No links mierders pls [warning],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@xsteveenxx</span><span class=""text-fragment"" data-a-target=""chat-message-text""> -&gt; No links mierders pls [warning]</span></span>]"
PabloMotosPutero09,2023-11-23 15:44:32,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
andrspzx,2023-11-23 15:44:32,xokasTalk *PAID ACTOR*,[[]],xokasTalk *PAID ACTOR*,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk *PAID ACTOR*</span></span>]"
unapetanca,2023-11-23 15:44:32,PAID actor,[[]],PAID actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PAID actor</span></span>]"
IbbyG25,2023-11-23 15:44:32,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
drakosb_20,2023-11-23 15:44:33,Paid ACTOR,[[]],Paid ACTOR,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Paid ACTOR</span></span>]"
imanorks,2023-11-23 15:44:33,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
emanu8887,2023-11-23 15:44:33,COPIUM dios paid actor,[[]],COPIUM dios paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM dios paid actor</span></span>]"
vJorDani,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
tucan619,2023-11-23 15:44:33,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
vanderrocha,2023-11-23 15:44:33,No mientas xokas,[[]],No mientas xokas,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">No mientas xokas</span></span>]"
oroi_chikito,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
enyelsito,2023-11-23 15:44:33,paid actor,[[]],paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actor</span></span>]"
poritusrandom,2023-11-23 15:44:33,currando???,[[]],currando???,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">currando???</span></span>]"
DiegoSG480,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
paun14,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
pelucamarinada,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
rapha4334,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Mikeel__02,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
David_E46,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
XDARII0,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
sergiomoraj,2023-11-23 15:44:33,<MENTIRA,[[]],<MENTIRA,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">&lt;MENTIRA</span></span>]"
kojimagitano,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
edusingh,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
lavra_bel,2023-11-23 15:44:33,diosanto xokas,[[]],diosanto xokas,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">diosanto xokas</span></span>]"
bretanhoo05,2023-11-23 15:44:33,no cuela,[[]],no cuela,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">no cuela</span></span>]"
iPako69,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
pauoo169,2023-11-23 15:44:33,I MEAN,[[]],I MEAN,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I MEAN</span></span>]"
MeryConlin,2023-11-23 15:44:33,PAID ACTOR,[[]],PAID ACTOR,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PAID ACTOR</span></span>]"
heluv4,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
mandragorias,2023-11-23 15:44:33,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
akita898,2023-11-23 15:44:33,Una polls,[[]],Una polls,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Una polls</span></span>]"
elgarez,2023-11-23 15:44:33,que si xokas que si,[[]],que si xokas que si,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">que si xokas que si</span></span>]"
raoul2603,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
goldmonkey6179,2023-11-23 15:44:33,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Hoflik,2023-11-23 15:44:33,COPIUM HOLYYY,[[]],COPIUM HOLYYY,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM HOLYYY</span></span>]"
danih__15,2023-11-23 15:44:34,ya ya,[[]],ya ya,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ya ya</span></span>]"
knarionnn,2023-11-23 15:44:34,FAKE,[[]],FAKE,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">FAKE</span></span>]"
ivantp1997,2023-11-23 15:44:34,que si xokas que si,[[]],que si xokas que si,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">que si xokas que si</span></span>]"
Cazmik,2023-11-23 15:44:34,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
iits_iiris,2023-11-23 15:44:34,COPIUM 󠀀,[[]],COPIUM 󠀀,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM 󠀀</span></span>]"
NachoClap,2023-11-23 15:44:34,Que si,[[]],Que si,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Que si</span></span>]"
vlonso_nicolvs,2023-11-23 15:44:34,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
gabriel_sanchez_16,2023-11-23 15:44:34,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
mariooomZ_,2023-11-23 15:44:34,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
danny_art669,2023-11-23 15:44:34,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
TWeirder,2023-11-23 15:44:34,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
gio_ggv_,2023-11-23 15:44:34,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
Blake_Mario,2023-11-23 15:44:36,Paid actor,[[]],Paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Paid actor</span></span>]"
oovejacloonada,2023-11-23 15:44:36,cameo,[[]],cameo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">cameo</span></span>]"
atheneeea,2023-11-23 15:44:36,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
LudwigVanBethoven,2023-11-23 15:44:36,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
maivan0_o,2023-11-23 15:44:36,DayZ timidin?,[[]],DayZ timidin?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">DayZ timidin?</span></span>]"
EHBL,2023-11-23 15:44:36,COPIUM paid actor,[[]],COPIUM paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM paid actor</span></span>]"
adria147_,2023-11-23 15:44:36,Nono,[[]],Nono,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nono</span></span>]"
DanieloBedoya,2023-11-23 15:44:36,Fake,[[]],Fake,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Fake</span></span>]"
erasmoedo,2023-11-23 15:44:36,EZ My man,[[]],EZ My man,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">EZ My man</span></span>]"
T0rned,2023-11-23 15:44:36,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
alanayeyeah,2023-11-23 15:44:36,Trabajar?,[[]],Trabajar?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Trabajar?</span></span>]"
el_willymercury,2023-11-23 15:44:36,COPIUM 󠀀,[[]],COPIUM 󠀀,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM 󠀀</span></span>]"
samu_0834,2023-11-23 15:44:36,PAID ACTOR,[[]],PAID ACTOR,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PAID ACTOR</span></span>]"
yumhe_,2023-11-23 15:44:36,paid actor,[[]],paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actor</span></span>]"
dayzgigachad,2023-11-23 15:44:36,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
guillem_do,2023-11-23 15:44:36,COPIUM PAID ACTORRRRS,[[]],COPIUM PAID ACTORRRRS,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM PAID ACTORRRRS</span></span>]"
ivan_drk27,2023-11-23 15:44:36,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
TheMavericK,2023-11-23 15:44:37,que si juan Copium,[[]],que si juan Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">que si juan Copium</span></span>]"
maarv1n_p,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
MARLU___,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
SrPepenepe,2023-11-23 15:44:37,Ya quisiera,[[]],Ya quisiera,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ya quisiera</span></span>]"
pedrog_79,2023-11-23 15:44:37,CURRAR????,[[]],CURRAR????,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">CURRAR????</span></span>]"
misisuko,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
jacobo_fernandez_,2023-11-23 15:44:37,Que está todo el día que?,[[]],Que está todo el día que?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Que está todo el día que?</span></span>]"
alvaaroo_17,2023-11-23 15:44:37,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
f1emmmi,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
fraangar,2023-11-23 15:44:37,lmao currando,[[]],lmao currando,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lmao currando</span></span>]"
tripiketavoltereta,2023-11-23 15:44:37,CURRANDO DICE KEK,[[]],CURRANDO DICE KEK,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">CURRANDO DICE KEK</span></span>]"
Sefi_11,2023-11-23 15:44:37,paid actir,[[]],paid actir,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actir</span></span>]"
leoxd1001,2023-11-23 15:44:37,paid actor,[[]],paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actor</span></span>]"
nattaliia___,2023-11-23 15:44:37,paid actor,[[]],paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actor</span></span>]"
joshrv14,2023-11-23 15:44:37,paid actor,[[]],paid actor,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">paid actor</span></span>]"
QUESPERMATRAGOo,2023-11-23 15:44:37,xokasTalk,[[]],xokasTalk,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">xokasTalk</span></span>]"
ivi_catto,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
HugoNorreea,2023-11-23 15:44:37,Copium,[[]],Copium,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Copium</span></span>]"
ItsWayla,2023-11-23 15:44:37,COPIUM,[[]],COPIUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">COPIUM</span></span>]"
akaElCiervo,2023-11-23 15:44:37,"masi si, wan no",[[]],"masi si, wan no","[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">masi si, wan no</span></span>]"
