user,live_date,message_selector,classes,rawText,raw
deondavilllain,2023-11-18 00:52:56,Staying up 3 days for a band is crazy,[[]],Staying up 3 days for a band is crazy,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Staying up 3 days for a band is crazy</span></span>]"
gottaloveiron95,2023-11-18 00:52:56,why crip mac walked in like that lmao,[[]],why crip mac walked in like that lmao,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">why crip mac walked in like that lmao</span></span>]"
uvuam,2023-11-18 00:52:56,WANNUMM,[[]],WANNUMM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">WANNUMM</span></span>]"
sbrklive,2023-11-18 00:52:56,Fanum?,[[]],Fanum?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Fanum?</span></span>]"
FliightRFG,2023-11-18 00:52:56,WHAT,[[]],WHAT,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">WHAT</span></span>]"
LIIY4H,2023-11-18 00:52:58,LOL,[[]],LOL,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LOL</span></span>]"
datboyscarface,2023-11-18 00:52:58,Shii wild,[[]],Shii wild,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Shii wild</span></span>]"
jkingx7072,2023-11-18 00:52:58,hahah,[[]],hahah,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">hahah</span></span>]"
vtlrlive,2023-11-18 00:52:58,CAP!!!!!!!!!!!!!!!!,[[]],CAP!!!!!!!!!!!!!!!!,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">CAP!!!!!!!!!!!!!!!!</span></span>]"
patnxtdoor_,2023-11-18 00:52:58,LMAO,[[]],LMAO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAO</span></span>]"
ziyah_2,2023-11-18 00:52:58,LMFAOO,[[]],LMFAOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMFAOO</span></span>]"
veronicaa_mai,2023-11-18 00:52:58,Pffttt,[[]],Pffttt,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Pffttt</span></span>]"
juiceboii4,2023-11-18 00:52:58,,[[]],,"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
skill_issue101,2023-11-18 00:52:58,LMAOOO,[[]],LMAOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOO</span></span>]"
imstillTre,2023-11-18 00:52:58,     ,[[]],     ,"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div></span>]"
JoshuaJoshuaCW,2023-11-18 00:52:58,On 55th,[[]],On 55th,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">On 55th</span></span>]"
The_Big_Sweet,2023-11-18 00:52:58,lmfaoo,[[]],lmfaoo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lmfaoo</span></span>]"
rodorigesuuu,2023-11-18 00:52:58,Gayge,[[]],Gayge,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Gayge</span></span>]"
stolic_,2023-11-18 00:52:59,LMAOO,[[]],LMAOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOO</span></span>]"
cselite,2023-11-18 00:52:59,LMAO,[[]],LMAO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAO</span></span>]"
Rico_0924,2023-11-18 00:52:59,The Munyun,[[]],The Munyun,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">The Munyun</span></span>]"
pie_1112,2023-11-18 00:52:59,CAP,[[]],CAP,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">CAP</span></span>]"
Bt_blitz1,2023-11-18 00:52:59,Lol,[[]],Lol,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Lol</span></span>]"
uvuam,2023-11-18 00:52:59,WANUM,[[]],WANUM,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">WANUM</span></span>]"
chefjones5,2023-11-18 00:52:59,PN HHOOD,[[]],PN HHOOD,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">PN HHOOD</span></span>]"
herbo177,2023-11-18 00:53:00,lmaooo,[[]],lmaooo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lmaooo</span></span>]"
coronaviper_,2023-11-18 00:53:00,LMFAO,[[]],LMFAO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMFAO</span></span>]"
JayNoteMusiic,2023-11-18 00:53:00,'ahhahaahahhhah,[[]],'ahhahaahahhhah,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">'ahhahaahahhhah</span></span>]"
ljl99111,2023-11-18 00:53:00,Chat is this Kai cenat in Ohio rizzing up the gyatt,[[]],Chat is this Kai cenat in Ohio rizzing up the gyatt,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Chat is this Kai cenat in Ohio rizzing up the gyatt</span></span>]"
kaiserin444,2023-11-18 00:53:00,LMAOOOOOOO,[[]],LMAOOOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOOOOO</span></span>]"
nate_is_so_p,2023-11-18 00:53:00,WWWWWW,[[]],WWWWWW,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">WWWWWW</span></span>]"
iamreddddd,2023-11-18 00:53:00,ADAM IS FUCKING MACCCC!!!!!,[['chat-line__message-body--highlighted']],ADAM IS FUCKING MACCCC!!!!!,"[<span class=""chat-line__message-body--highlighted"" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ADAM IS FUCKING MACCCC!!!!!</span></span>]"
vtlrlive,2023-11-18 00:53:00,I SMELL CAP,[[]],I SMELL CAP,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I SMELL CAP</span></span>]"
Ttv_highiam,2023-11-18 00:53:00,MYYYYY BOYYYY why you so fkn funny my guy on everything WWz GANG! idk how you do it fam im a goofy azz mf who blunt thats just how youve got to be nowdayz but it gets nowhere in life! MUCH LOVE FOR YOU THO FAMILY!!! i wish like a dream i wish one day to be able to just sit back one day and be able to have a conversation with you OML have me rolling the vibez would be LITT! LMAO MY MANY OT SAID SLEEP FOR THE WEAK HAHA ADD ME MAN,[['chat-line__message-body--highlighted']],MYYYYY BOYYYY why you so fkn funny my guy on everything WWz GANG! idk how you do it fam im a goofy azz mf who blunt thats just how youve got to be nowdayz but it gets nowhere in life! MUCH LOVE FOR YOU THO FAMILY!!! i wish like a dream i wish one day to be able to just sit back one day and be able to have a conversation with you OML have me rolling the vibez would be LITT! LMAO MY MANY OT SAID SLEEP FOR THE WEAK HAHA ADD ME MAN,"[<span class=""chat-line__message-body--highlighted"" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">MYYYYY BOYYYY why you so fkn funny my guy on everything WWz GANG! idk how you do it fam im a goofy azz mf who blunt thats just how youve got to be nowdayz but it gets nowhere in life! MUCH LOVE FOR YOU THO FAMILY!!! i wish like a dream i wish one day to be able to just sit back one day and be able to have a conversation with you OML have me rolling the vibez would be LITT! LMAO MY MANY OT SAID SLEEP FOR THE WEAK HAHA ADD ME MAN</span></span>]"
yxnkers,2023-11-18 00:53:00,lmaooo,[[]],lmaooo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lmaooo</span></span>]"
becca_mxo,2023-11-18 00:53:00,LMAOOOOO,[[]],LMAOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOOO</span></span>]"
malachijb,2023-11-18 00:53:00,😭😭😭😭😭😭😭,[[]],😭😭😭😭😭😭😭,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">😭😭😭😭😭😭😭</span></span>]"
tcomo21,2023-11-18 00:53:00,Lmaoooo other way around,[[]],Lmaoooo other way around,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Lmaoooo other way around</span></span>]"
Bxdnewz,2023-11-18 00:53:00,Crip Mac is scooby doo lowkey,[[]],Crip Mac is scooby doo lowkey,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Crip Mac is scooby doo lowkey</span></span>]"
DCGJT,2023-11-18 00:53:00,+.,[[]],+.,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">+.</span></span>]"
melly2101,2023-11-18 00:53:00,Ewww,[[]],Ewww,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ewww</span></span>]"
vulwurth,2023-11-18 00:53:00,IT'S GONE BE CRIPMAC FASHO,[[]],IT'S GONE BE CRIPMAC FASHO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">IT'S GONE BE CRIPMAC FASHO</span></span>]"
herrrrrr7,2023-11-18 00:53:00,Lmaooo,[[]],Lmaooo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Lmaooo</span></span>]"
vuuts,2023-11-18 00:53:00,Pent up gay feelings?,[[]],Pent up gay feelings?,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Pent up gay feelings?</span></span>]"
suawtw,2023-11-18 00:53:00,LMAOOOO,[[]],LMAOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOO</span></span>]"
yvngpopper,2023-11-18 00:53:00,LMAAAOOOOO,[[]],LMAAAOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAAAOOOOO</span></span>]"
vkaylan,2023-11-18 00:53:01,LMAO,[[]],LMAO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAO</span></span>]"
pinkyythagoddess,2023-11-18 00:53:01,🤣🤣,[[]],🤣🤣,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">🤣🤣</span></span>]"
laavendrr_,2023-11-18 00:53:01,O,[[]],O,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">O</span></span>]"
moonsxck_,2023-11-18 00:53:01,HE LGBT,[[]],HE LGBT,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">HE LGBT</span></span>]"
joshua67ashley,2023-11-18 00:53:01,yooo,[[]],yooo,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">yooo</span></span>]"
dtb_andy26,2023-11-18 00:53:01,LMAOOOOOOOO,[[]],LMAOOOOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOOOOOO</span></span>]"
imstillTre,2023-11-18 00:53:01,    ,[[]],    ,"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""fanumTROUPE"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6be1c53f993e4fbab5d0b98d54ce57c5/default/dark/3.0 4x""/></div></span></div></div></span>]"
skillzonthebeat,2023-11-18 00:53:01,LOOOOOOOOOOOOL,[[]],LOOOOOOOOOOOOL,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LOOOOOOOOOOOOL</span></span>]"
jodygirldd,2023-11-18 00:53:01,cap,[[]],cap,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">cap</span></span>]"
houstonjoker_713,2023-11-18 00:53:01,Virtue signaling,[[]],Virtue signaling,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Virtue signaling</span></span>]"
P0chinky,2023-11-18 00:53:01,LMFAO,[[]],LMFAO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMFAO</span></span>]"
young7900,2023-11-18 00:53:02,On hood,[[]],On hood,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">On hood</span></span>]"
Wondering_Soul,2023-11-18 00:53:02,lol,[[]],lol,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">lol</span></span>]"
moonsxck_,2023-11-18 00:53:02,DENIALL,[[]],DENIALL,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">DENIALL</span></span>]"
WavyyElastix,2023-11-18 00:53:02,LMFAOOOOOO,[[]],LMFAOOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMFAOOOOOO</span></span>]"
realjmay,2023-11-18 00:53:02,huhh,[[]],huhh,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">huhh</span></span>]"
explicitjayyy_,2023-11-18 00:53:02,LMAOOOO,[[]],LMAOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOO</span></span>]"
samuelollllll,2023-11-18 00:53:03,WHAT,[[]],WHAT,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">WHAT</span></span>]"
t4miraaa_,2023-11-18 00:53:03,LMAOOOOO,[[]],LMAOOOOO,"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAOOOOO</span></span>]"
