user,live_date,message_selector,classes,raw
big_brother777,2023-11-23 17:25:51,@qmghost36 ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@qmghost36</span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1HIBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/3.0 4x""/></div></span></div></div></span>]"
baked14,2023-11-23 17:25:53,        ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Spin"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b529e4a752b542e2ad0d1f57a17ffac5/default/dark/3.0 4x""/></div></span></div></div></span>]"
antonyo486,2023-11-23 17:25:54,The*,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">The*</span></span>]"
Tide_Podds,2023-11-23 17:25:55,We're silently judging.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">We're silently judging.</span></span>]"
zerojay23,2023-11-23 17:25:58,VID went POOF,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">VID went POOF</span></span>]"
jaredrcs117p,2023-11-23 17:26:00,Skin up meat down for salmon,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Skin up meat down for salmon</span></span>]"
zerojay23,2023-11-23 17:26:01,*vod,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">*vod</span></span>]"
qmghost36,2023-11-23 17:26:06,Hey @big_brother777,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Hey </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@big_brother777</span></span>]"
willannium,2023-11-23 17:26:07,"Hi Blu, How's it going? What are you cooking? ",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Hi Blu, How's it going? What are you cooking? </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1HIBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/3.0 4x""/></div></span></div></div></span>]"
Leif_LEK,2023-11-23 17:26:09,dont put that into her head ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">dont put that into her head </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt="";)"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/555555589/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/555555589/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/555555589/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/555555589/default/dark/3.0 4x""/></div></span></div></div></span>]"
TolonusCZ,2023-11-23 17:26:10,Wait.....That kinda looks like food now.      ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Wait.....That kinda looks like food now. </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Boba"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Bigbrain"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1LOVEBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1LOVEBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
antonyo486,2023-11-23 17:26:18,I was looking forward to watching this VOD later too ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I was looking forward to watching this VOD later too </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Ded"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6d4161c6a2a34629becd75ab520fe1c7/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6d4161c6a2a34629becd75ab520fe1c7/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6d4161c6a2a34629becd75ab520fe1c7/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_6d4161c6a2a34629becd75ab520fe1c7/default/dark/3.0 4x""/></div></span></div></div></span>]"
bad__bunn_y,2023-11-23 17:26:22,@antonyo486 how should I get my life dude iam introvert everyone is so friendly it's scary for me,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@antonyo486</span><span class=""text-fragment"" data-a-target=""chat-message-text""> how should I get my life dude iam introvert everyone is so friendly it's scary for me</span></span>]"
apacaranastahli,2023-11-23 17:26:23,I thought that was a rice cooker,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I thought that was a rice cooker</span></span>]"
big_brother777,2023-11-23 17:26:34,@willannium ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@willannium</span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1HIBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/3.0 4x""/></div></span></div></div></span>]"
antonyo486,2023-11-23 17:26:42,@bad__bunn_y I don't know that stuff dude I'm a introvert,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@bad__bunn_y</span><span class=""text-fragment"" data-a-target=""chat-message-text""> I don't know that stuff dude I'm a introvert</span></span>]"
Leif_LEK,2023-11-23 17:26:43,How long do it need to cook in the air fryer?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">How long do it need to cook in the air fryer?</span></span>]"
cchuy89,2023-11-23 17:26:50,i see the magnets,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">i see the magnets</span></span>]"
CoreyGarrison93,2023-11-23 17:26:53,@willannium  ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@willannium</span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1HIBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_f22f44198ac8410aa25ec59a56d30ca6/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
R3neeXD,2023-11-23 17:26:57,╰(*°▽°*)╯,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">╰(*°▽°*)╯</span></span>]"
o0Shad0wzZ0o,2023-11-23 17:26:59,"And to be fair further yet, Literally anything we point out, she hides or denigrates. ",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">And to be fair further yet, Literally anything we point out, she hides or denigrates. </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt="":P"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/555555591/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/555555591/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/555555591/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/555555591/default/dark/3.0 4x""/></div></span></div></div></span>]"
strykercrowd,2023-11-23 17:27:05,it looks good,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">it looks good</span></span>]"
zerojay23,2023-11-23 17:27:05,Magnets 👀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Magnets 👀</span></span>]"
antonyo486,2023-11-23 17:27:06,Okay thank you ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Okay thank you </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1LOVEBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/3.0 4x""/></div></span></div></div></span>]"
Gorirras,2023-11-23 17:27:07,I got that same ninja,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I got that same ninja</span></span>]"
Leif_LEK,2023-11-23 17:27:11,thank you Blu. yes please post it,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">thank you Blu. yes please post it</span></span>]"
cchuy89,2023-11-23 17:27:13,Ninja is a good brand,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ninja is a good brand</span></span>]"
bad__bunn_y,2023-11-23 17:27:25,@antonyo486 bruhh now you telling me it is what it is,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@antonyo486</span><span class=""text-fragment"" data-a-target=""chat-message-text""> bruhh now you telling me it is what it is</span></span>]"
TheBudz34,2023-11-23 17:27:36,Expanding your content ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Expanding your content </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""GlitchCat"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/304486301/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/304486301/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/304486301/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/304486301/default/dark/3.0 4x""/></div></span></div></div></span>]"
antonyo486,2023-11-23 17:27:41,Honey mushrooms are based,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Honey mushrooms are based</span></span>]"
