user,live_date,message_selector,classes,raw
CrimsonCarnotaurus,2023-11-23 17:27:44,Why do you always wait til after stream to post vods instead of just having them run as you stream?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Why do you always wait til after stream to post vods instead of just having them run as you stream?</span></span>]"
cchuy89,2023-11-23 17:27:45,Ninja blenders are dope too,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ninja blenders are dope too</span></span>]"
at0mbalm,2023-11-23 17:27:47,honey mushroom melt kinda sounds good,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">honey mushroom melt kinda sounds good</span></span>]"
zerojay23,2023-11-23 17:27:48,Honey is delicious,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Honey is delicious</span></span>]"
Tide_Podds,2023-11-23 17:27:49,Thank you bees for your honey.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Thank you bees for your honey.</span></span>]"
cchuy89,2023-11-23 17:27:53,I like you trying new things,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I like you trying new things</span></span>]"
TolonusCZ,2023-11-23 17:27:59,mushrooms and anything is a downgrade,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">mushrooms and anything is a downgrade</span></span>]"
antonyo486,2023-11-23 17:28:17,Mushroom cereal is where it's at   ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Mushroom cereal is where it's at </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Burn"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Burn"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Burn"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/3.0 4x""/></div></span></div></div></span>]"
cchuy89,2023-11-23 17:28:28,music sounds familiar,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">music sounds familiar</span></span>]"
bruins1718,2023-11-23 17:28:33,depends on the kind of mushroom,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">depends on the kind of mushroom</span></span>]"
strykercrowd,2023-11-23 17:28:38,I’m actually not the biggest fan of honey,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I’m actually not the biggest fan of honey</span></span>]"
Tide_Podds,2023-11-23 17:28:38,Now you can drink the marinade.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Now you can drink the marinade.</span></span>]"
phantaton,2023-11-23 17:28:44,puppy,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">puppy</span></span>]"
Leif_LEK,2023-11-23 17:28:56,Your a real hausfrau Blu.  ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Your a real hausfrau Blu. </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Rain"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_93e5aec06f5c4134b995e6d56812c04a/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_93e5aec06f5c4134b995e6d56812c04a/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_93e5aec06f5c4134b995e6d56812c04a/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_93e5aec06f5c4134b995e6d56812c04a/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
Jinzo2188,2023-11-23 17:28:58,@bruins1718 that do be true,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@bruins1718</span><span class=""text-fragment"" data-a-target=""chat-message-text""> that do be true</span></span>]"
marvelman1027,2023-11-23 17:29:02,Mushroom Cereal? 😂 @antonyo486,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Mushroom Cereal? 😂 </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@antonyo486</span></span>]"
R3neeXD,2023-11-23 17:29:03,"She just enabled auto-posting again, it was off because of copyright punishment thingy",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">She just enabled auto-posting again, it was off because of copyright punishment thingy</span></span>]"
TolonusCZ,2023-11-23 17:29:12,Wait.....That kinda looks like food now.      ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Wait.....That kinda looks like food now. </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Boba"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_eecf258493b8461ba9d336c83d762815/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Bigbrain"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_b880f6d14fc347dcabd41eab54bab99d/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1LOVEBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1LOVEBLU"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_c9662bc992c942af948ccf0970cdcdc5/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
bad__bunn_y,2023-11-23 17:29:14,Umm Mr @antonyo486 mushroom cereal sir yu okah,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Umm Mr </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@antonyo486</span><span class=""text-fragment"" data-a-target=""chat-message-text""> mushroom cereal sir yu okah</span></span>]"
antonyo486,2023-11-23 17:29:14,@marvelman1027 ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@marvelman1027</span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Burn"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_0e02c9c9851644d2b72bd62dd2bf1f12/default/dark/3.0 4x""/></div></span></div></div></span>]"
cchuy89,2023-11-23 17:29:20,cute puppy picture @BluKitsune9,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">cute puppy picture </span><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@BluKitsune9</span></span>]"
antonyo486,2023-11-23 17:29:21,@bad__bunn_y ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@bad__bunn_y</span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Yes"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/3.0 4x""/></div></span></div></div></span>]"
Leif_LEK,2023-11-23 17:29:23,time?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">time?</span></span>]"
cchuy89,2023-11-23 17:29:34,is that the puppy from your IG?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">is that the puppy from your IG?</span></span>]"
MetalFerret84,2023-11-23 17:29:42,most people here are introverts. proven by a test a couple of streams back  I am too and mostly just say hi for now,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">most people here are introverts. proven by a test a couple of streams back </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> I am too and mostly just say hi for now</span></span>]"
antonyo486,2023-11-23 17:29:45,Now for the air fryer to do all the work ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Now for the air fryer to do all the work </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
AugustTRex,2023-11-23 17:30:02,might still be on as the last one was still delayed even after auto post enabled. But maybe now once Twitch clears for posting it will automatically,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">might still be on as the last one was still delayed even after auto post enabled. But maybe now once Twitch clears for posting it will automatically</span></span>]"
antonyo486,2023-11-23 17:30:03,Okay,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Okay</span></span>]"
cchuy89,2023-11-23 17:30:04,put it up,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">put it up</span></span>]"
cchuy89,2023-11-23 17:30:07,it looks nice,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">it looks nice</span></span>]"
TheBudz34,2023-11-23 17:30:09,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1BobaBear"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_a7fefe5bfbf741269f189ef136bdae3f/default/dark/3.0 4x""/></div></span></div></div></span>]"
TolonusCZ,2023-11-23 17:30:12,OK,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">OK</span></span>]"
Leif_LEK,2023-11-23 17:30:19,100 100,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""CoreText-sc-1txzju1-0 fNtsXG chat-image-wrapper""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""Cheer 100"" class=""chat-image chat-image__animated chat-line__message--emote"" src=""https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.gif"" srcset=""https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.gif 1x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.5.gif 1.5x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/2.gif 2x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/3.gif 3x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/4.gif 4x""/></div><strong class=""chat-line__message--cheer-amount"" style=""color: rgb(156, 62, 232);"">100</strong></span></div></span><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><span class=""CoreText-sc-1txzju1-0 fNtsXG chat-image-wrapper""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""Cheer 100"" class=""chat-image chat-image__animated chat-line__message--emote"" src=""https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.gif"" srcset=""https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.gif 1x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/1.5.gif 1.5x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/2.gif 2x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/3.gif 3x,https://d3aqoihi2n8ty8.cloudfront.net/actions/cheer/dark/animated/100/4.gif 4x""/></div><strong class=""chat-line__message--cheer-amount"" style=""color: rgb(156, 62, 232);"">100</strong></span></div></span></span>]"
bad__bunn_y,2023-11-23 17:30:24,@antonyo486 to much umami flavours,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@antonyo486</span><span class=""text-fragment"" data-a-target=""chat-message-text""> to much umami flavours</span></span>]"
DonutComin,2023-11-23 17:30:24,All good,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">All good</span></span>]"
zerojay23,2023-11-23 17:30:27,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PogChamp"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/3.0 4x""/></div></span></div></div></span>]"
Jinzo2188,2023-11-23 17:30:36,I'll BRB as well,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">I'll BRB as well</span></span>]"
CrimsonCarnotaurus,2023-11-23 17:30:48,"@metalferret84 on Twitch, it seems that most people including the streamers are introverts.",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""mention-fragment"" data-a-target=""chat-message-mention"">@metalferret84</span><span class=""text-fragment"" data-a-target=""chat-message-text""> on Twitch, it seems that most people including the streamers are introverts.</span></span>]"
Leif_LEK,2023-11-23 17:30:54,me to,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">me to</span></span>]"
R3neeXD,2023-11-23 17:31:04,"""Too much umami"" impossible",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">""Too much umami"" impossible</span></span>]"
MetalFerret84,2023-11-23 17:31:11,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""blukit1Yes"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_fc1b1f067e424508bea84b0b57f4ac54/default/dark/3.0 4x""/></div></span></div></div></span>]"
